claim_act_id,pet_id,claim_type,act_date_month,claim_creation_month,claim_close_month,paid_by_client,claims_reimbursed
C_lbalslbt_2,p917,MALADIE,2022-07-01,2022-07-01,2022-08-01,97.69,87.92
C_pxim34wk_1,p354,ACCIDENT,2022-07-01,2022-07-01,2022-08-01,62.7,50.16
C_5ytgafzw_1,p1240,MALADIE,2022-07-01,2022-08-01,2022-08-01,32.4,32.4
C_5ytgafzw_2,p1240,MALADIE,2022-07-01,2022-08-01,2022-08-01,7,7.0
C_wpm2epzb_1,p1215,PREVENTION,2022-07-01,2022-08-01,2022-08-01,80,80.0
C_r8bpdgat_1,p80,MALADIE,2022-07-01,2022-08-01,2022-08-01,51,40.8
C_r8bpdgat_2,p80,MALADIE,2022-07-01,2022-08-01,2022-08-01,10.26,8.21
C_sfxnu8jo_2,p373,ACCIDENT,2022-07-01,2022-08-01,2022-08-01,5.6,4.48
C_sfxnu8jo_1,p373,ACCIDENT,2022-07-01,2022-08-01,2022-08-01,100.1,80.08
C_6c338qle_1,p957,MALADIE,2022-07-01,2022-08-01,2022-08-01,45.5,36.4
C_6c338qle_2,p957,MALADIE,2022-07-01,2022-08-01,2022-08-01,42.08,33.66
C_v8d3cjeq_1,p917,MALADIE,2022-07-01,2022-08-01,2022-08-01,94.32,84.89
C_iijccc4h_1,p917,MALADIE,2022-07-01,2022-09-01,2022-09-01,97.69,87.92
C_gcau20nr_1,p917,MALADIE,2022-07-01,2022-09-01,2022-09-01,97,87.3
C_hr6tvgtq_1,p917,MALADIE,2022-07-01,2022-09-01,2022-09-01,31.16,28.04
C_g1cclsrn_3,p917,MALADIE,2022-07-01,2022-09-01,2022-09-01,94.32,84.89
C_xnh5z5i3_1,p917,MALADIE,2022-07-01,2022-10-01,2022-10-01,54,48.6
C_xnh5z5i3_2,p917,MALADIE,2022-07-01,2022-10-01,2022-10-01,31.16,28.04
C_7q3whotc_1,p1355,PREVENTION,2022-07-01,2022-10-01,2022-10-01,272,53.0
C_51fj6zgb_2,p917,MALADIE,2022-07-01,2022-10-01,2022-10-01,97.69,87.92
C_15olbrtv_2,p917,MALADIE,2022-07-01,2022-10-01,2022-10-01,124.97,112.47
C_15olbrtv_1,p917,MALADIE,2022-07-01,2022-10-01,2022-10-01,51,45.9
C_otz4brr7_2,p917,MALADIE,2022-07-01,2022-11-01,2022-11-01,31.16,28.04
C_otz4brr7_1,p917,MALADIE,2022-07-01,2022-11-01,2022-11-01,67,60.3
C_em3eom1q_1,p917,MALADIE,2022-07-01,2022-11-01,2022-11-01,94.32,84.89
C_vriridiz_1,p917,MALADIE,2022-07-01,2022-11-01,2022-11-01,112.5,101.25
C_8ljxcxot_1,p1296,PREVENTION,2022-07-01,2022-07-01,2022-07-01,48,48.0
C_p29slvts_1,p341,PREVENTION,2022-07-01,2022-07-01,2022-08-01,51.8,24.89
C_052t9rt8_2,p55,PREVENTION,2022-07-01,2022-07-01,2022-08-01,101.7,18.1
C_052t9rt8_1,p55,PREVENTION,2022-07-01,2022-07-01,2022-08-01,81.9,81.9
C_pbqqvluj_1,p558,PREVENTION,2022-07-01,2022-07-01,2022-08-01,64,52.3
C_42bf6m2x_1,p973,PREVENTION,2022-07-01,2022-07-01,2022-08-01,71.1,71.1
C_wvcf5bcc_1,p74,PREVENTION,2022-07-01,2022-07-01,2022-08-01,71.1,71.1
C_wvcf5bcc_2,p74,PREVENTION,2022-07-01,2022-07-01,2022-08-01,13.7,13.7
C_t8r15wv4_1,p242,MALADIE,2022-07-01,2022-08-01,2022-08-01,197,157.6
C_t8r15wv4_2,p242,MALADIE,2022-07-01,2022-08-01,2022-08-01,21.8,17.44
C_2ka3g5lz_3,p357,MALADIE,2022-07-01,2022-08-01,2022-08-01,67.1,67.1
C_2ka3g5lz_1,p357,MALADIE,2022-07-01,2022-08-01,2022-08-01,36.3,36.3
C_d36lfyhv_1,p453,MALADIE,2022-07-01,2022-08-01,2022-08-01,98.9,98.9
C_d36lfyhv_2,p453,MALADIE,2022-07-01,2022-08-01,2022-08-01,2.03,02.03
C_mod3u617_2,p51,PREVENTION,2022-07-01,2022-07-01,2022-08-01,17,17.0
C_mod3u617_1,p51,PREVENTION,2022-07-01,2022-07-01,2022-08-01,49,49.0
C_1pdeqnw0_2,p1161,MALADIE,2022-07-01,2022-08-01,2022-08-01,61.92,49.54
C_1pdeqnw0_1,p1161,MALADIE,2022-07-01,2022-08-01,2022-08-01,42.5,34.0
C_uahxak68_1,p454,MALADIE,2022-07-01,2022-08-01,2022-08-01,35.3,35.3
C_uahxak68_2,p454,MALADIE,2022-07-01,2022-08-01,2022-08-01,17.1,17.1
C_spfmnxnm_1,p423,PREVENTION,2022-08-01,2022-08-01,2022-08-01,62.1,62.1
C_w6ng5s0e_1,p1126,PREVENTION,2022-08-01,2022-08-01,2022-08-01,12,12.0
C_kiqhnn53_2,p1050,MALADIE,2022-08-01,2022-08-01,2022-08-01,23.4,18.72
C_kiqhnn53_1,p1050,MALADIE,2022-08-01,2022-08-01,2022-08-01,52,41.6
C_lzv3jcaq_1,p403,PREVENTION,2022-08-01,2022-08-01,2022-08-01,40.1,40.1
C_n03sshnc_1,p1324,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,137,109.6
C_od4x6nfx_1,p81,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,208,208.0
C_bup2xbxt_1,p1203,MALADIE,2022-08-01,2022-08-01,2022-08-01,27.3,27.3
C_v8tnxbfw_2,p137,MALADIE,2022-08-01,2022-08-01,2022-08-01,12.6,12.6
C_v8tnxbfw_1,p137,MALADIE,2022-08-01,2022-08-01,2022-08-01,44,44.0
C_nbs58x64_2,p1241,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,14.7,14.7
C_1pax2tef_1,p56,PREVENTION,2022-08-01,2022-08-01,2022-08-01,89,32.0
C_hkx8tve7_2,p900,PREVENTION,2022-08-01,2022-08-01,2022-08-01,37.8,37.8
C_hkx8tve7_1,p900,PREVENTION,2022-08-01,2022-08-01,2022-08-01,53,35.4
C_ja8ta651_2,p597,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,22.6,22.6
C_ja8ta651_1,p597,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,55,55.0
C_4iv1j5j0_1,p232,PREVENTION,2022-08-01,2022-08-01,2022-08-01,80,80.0
C_yh101ct7_1,p972,MALADIE,2022-08-01,2022-08-01,2022-08-01,15,15.0
C_u5o1rr6t_2,p775,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,27.84,22.27
C_u5o1rr6t_1,p775,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,149.17,119.34
C_is1wy0dr_1,p1354,MALADIE,2022-08-01,2022-08-01,2022-08-01,47.8,38.24
C_is1wy0dr_2,p1354,MALADIE,2022-08-01,2022-08-01,2022-08-01,16.3,13.04
C_gt8yzp1i_3,p443,MALADIE,2022-08-01,2022-08-01,2022-08-01,18.5,14.8
C_qpla94gr_1,p1240,MALADIE,2022-08-01,2022-08-01,2022-08-01,32.4,32.4
C_33ye081q_2,p565,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,25.6,20.48
C_33ye081q_1,p565,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,123,98.4
C_4eufepqu_1,p269,MALADIE,2022-08-01,2022-08-01,2022-08-01,237.8,237.8
C_hdeeuwtg_1,p570,ACCIDENT,2022-08-01,2022-11-01,2022-11-01,96.9,77.52
C_l8n1lvs8_1,p570,ACCIDENT,2022-08-01,2022-11-01,2022-11-01,219.1,175.28
C_fgj7wlar_1,p982,PREVENTION,2022-08-01,2022-08-01,2022-08-01,63.3,63.3
C_nn9qmcx4_1,p509,PREVENTION,2022-08-01,2022-08-01,2022-08-01,91.6,44.19
C_137fgda1_1,p71,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,108,86.4
C_137fgda1_2,p71,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,53.5,42.8
C_lb4peodx_2,p938,MALADIE,2022-08-01,2022-08-01,2022-08-01,26.37,26.37
C_lb4peodx_1,p938,PREVENTION,2022-08-01,2022-08-01,2022-08-01,69.07,69.07
C_acu33eeh_1,p411,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,35,35.0
C_3v0kocl7_2,p1217,PREVENTION,2022-08-01,2022-08-01,2022-08-01,13.1,1.9
C_3v0kocl7_1,p1217,PREVENTION,2022-08-01,2022-08-01,2022-08-01,42,42.0
C_svqpewpy_1,p591,PREVENTION,2022-08-01,2022-08-01,2022-08-01,59,46.0
C_4iv1j5j0_4,p232,PREVENTION,2022-08-01,2022-08-01,2022-08-01,24.4,20.0
C_afmuqxht_2,p1183,MALADIE,2022-08-01,2022-08-01,2022-08-01,48.9,39.12
C_afmuqxht_1,p1183,MALADIE,2022-08-01,2022-08-01,2022-08-01,62,49.6
C_99b5u81n_1,p657,PREVENTION,2022-08-01,2022-08-01,2022-08-01,75.4,75.4
C_mho174x0_2,p982,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,13.2,13.2
C_mho174x0_1,p982,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,16.1,16.1
C_D_165668VDI_1,p225,PREVENTION,2022-08-01,2022-10-01,2022-10-01,454,100.0
C_qslbtxgg_1,p476,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,54.2,43.36
C_qslbtxgg_2,p476,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,16.8,13.44
C_kd4pmof5_1,p192,PREVENTION,2022-08-01,2022-08-01,2022-08-01,232.2,12.2
C_esdzum7d_2,p955,MALADIE,2022-08-01,2022-08-01,2022-08-01,17.1,17.1
C_esdzum7d_1,p955,MALADIE,2022-08-01,2022-08-01,2022-08-01,40,40.0
C_6mzgdt1m_1,p543,PREVENTION,2022-08-01,2022-08-01,2022-08-01,60,60.0
C_4gxukyu2_1,p350,MALADIE,2022-08-01,2022-08-01,2022-08-01,42,42.0
C_kqd9f6qm_2,p1241,MALADIE,2022-08-01,2022-08-01,2022-08-01,10,10.0
C_6xa8rh0r_4,p338,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,46,46.0
C_6xa8rh0r_2,p338,PREVENTION,2022-08-01,2022-08-01,2022-08-01,3,3.0
C_6xa8rh0r_1,p338,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,1.5,1.5
C_lpihxndk_1,p955,MALADIE,2022-08-01,2022-08-01,2022-08-01,113.5,113.5
C_lpihxndk_2,p955,MALADIE,2022-08-01,2022-08-01,2022-08-01,24.49,24.49
C_706bbxjj_3,p431,PREVENTION,2022-08-01,2022-09-01,2022-09-01,15,15.0
C_706bbxjj_1,p431,MALADIE,2022-08-01,2022-09-01,2022-09-01,57,57.0
C_706bbxjj_2,p431,MALADIE,2022-08-01,2022-09-01,2022-09-01,15.2,15.2
C_oyqtqzl6_1,p107,PREVENTION,2022-08-01,2022-08-01,2022-08-01,89.2,89.2
C_tq1v0u82_1,p437,PREVENTION,2022-08-01,2022-08-01,2022-08-01,57,57.0
C_cf4cu7uk_1,p860,PREVENTION,2022-08-01,2022-08-01,2022-08-01,98.1,86.6
C_cf4cu7uk_2,p860,PREVENTION,2022-08-01,2022-08-01,2022-08-01,13.4,13.4
C_fs9g4ubh_2,p302,MALADIE,2022-08-01,2022-08-01,2022-08-01,32.52,26.02
C_fs9g4ubh_1,p302,MALADIE,2022-08-01,2022-08-01,2022-08-01,36,28.8
C_nv3glnf0_1,p361,PREVENTION,2022-08-01,2022-08-01,2022-08-01,80.1,80.1
C_s3mwi6w5_2,p373,MALADIE,2022-08-01,2022-08-01,2022-08-01,31.48,25.18
C_s3mwi6w5_1,p373,MALADIE,2022-08-01,2022-08-01,2022-08-01,37,29.6
C_rkyfeqoi_1,p1061,PREVENTION,2022-08-01,2022-08-01,2022-10-01,52.3,52.3
C_n7rvoqgo_1,p135,PREVENTION,2022-08-01,2022-08-01,2022-08-01,66,66.0
C_n7rvoqgo_2,p135,PREVENTION,2022-08-01,2022-08-01,2022-08-01,14,14.0
C_d81bn7h1_1,p1026,PREVENTION,2022-08-01,2022-08-01,2022-08-01,14.15,14.15
C_d81bn7h1_2,p1026,PREVENTION,2022-08-01,2022-08-01,2022-08-01,14,14.0
C_khj4h9hy_2,p705,MALADIE,2022-08-01,2022-08-01,2022-08-01,28.1,28.1
C_khj4h9hy_1,p705,MALADIE,2022-08-01,2022-08-01,2022-08-01,62.1,62.1
C_5exipbk4_1,p839,PREVENTION,2022-08-01,2022-08-01,2022-08-01,71,46.8
C_n9ri1yr0_2,p871,MALADIE,2022-08-01,2022-08-01,2022-08-01,15.51,15.51
C_n9ri1yr0_1,p871,MALADIE,2022-08-01,2022-08-01,2022-08-01,36,36.0
C_n9ri1yr0_3,p871,MALADIE,2022-08-01,2022-08-01,2022-08-01,12,12.0
C_ouooq32k_2,p174,MALADIE,2022-08-01,2022-08-01,2022-08-01,29,26.1
C_ouooq32k_1,p174,MALADIE,2022-08-01,2022-08-01,2022-08-01,41,36.9
C_rjhmaxej_1,p564,PREVENTION,2022-08-01,2022-08-01,2022-08-01,115,100.0
C_7bi7deri_1,p705,MALADIE,2022-08-01,2022-09-01,2022-09-01,90,90.0
C_7bi7deri_2,p705,MALADIE,2022-08-01,2022-09-01,2022-09-01,50.1,50.1
C_xpr7q5j5_1,p871,MALADIE,2022-08-01,2022-09-01,2022-10-01,77.4,77.4
C_26dta18l_1,p199,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,39,31.2
C_s9le4k6y_1,p356,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,291,291.0
C_yznnpegj_1,p83,PREVENTION,2022-08-01,2022-08-01,2022-08-01,109.1,100.0
C_ew2e0qgl_1,p1347,PREVENTION,2022-08-01,2022-08-01,2022-08-01,60.5,60.5
C_gt8yzp1i_2,p443,PREVENTION,2022-08-01,2022-08-01,2022-08-01,31.4,31.4
C_gt8yzp1i_1,p443,PREVENTION,2022-08-01,2022-08-01,2022-08-01,56.3,56.3
C_n9ri1yr0_4,p871,PREVENTION,2022-08-01,2022-08-01,2022-08-01,14.23,14.23
C_3pl00hxb_1,p519,PREVENTION,2022-08-01,2022-08-01,2022-08-01,339.2,100.0
C_x2qban9n_2,p190,MALADIE,2022-08-01,2022-09-01,2022-09-01,44.51,35.61
C_x2qban9n_1,p190,MALADIE,2022-08-01,2022-09-01,2022-09-01,52.99,42.39
C_7xj4d8us_1,p903,PREVENTION,2022-08-01,2022-08-01,2022-08-01,414.7,100.0
C_646i8wfb_1,p980,PREVENTION,2022-08-01,2022-08-01,2022-08-01,54,54.0
C_8drd2dhb_1,p162,MALADIE,2022-08-01,2022-08-01,2022-08-01,42,42.0
C_8drd2dhb_2,p162,MALADIE,2022-08-01,2022-08-01,2022-08-01,17.85,17.85
C_45ashy0e_2,p1166,MALADIE,2022-08-01,2022-08-01,2022-08-01,51.9,41.52
C_45ashy0e_1,p1166,MALADIE,2022-08-01,2022-08-01,2022-08-01,91.8,73.44
C_D_148133FKO_1,p1212,PREVENTION,2022-08-01,2022-08-01,2022-08-01,78,78.0
C_aei8sxfh_2,p526,MALADIE,2022-08-01,2022-08-01,2022-08-01,25.8,25.8
C_aei8sxfh_1,p526,MALADIE,2022-08-01,2022-08-01,2022-08-01,39.5,39.5
C_2zz85kdj_2,p1166,MALADIE,2022-08-01,2022-08-01,2022-08-01,99.9,79.92
C_2zz85kdj_1,p1166,MALADIE,2022-08-01,2022-08-01,2022-08-01,47.2,37.76
C_a9xisqt2_2,p1048,PREVENTION,2022-08-01,2022-08-01,2022-08-01,23.93,23.93
C_a9xisqt2_1,p1048,MALADIE,2022-08-01,2022-08-01,2022-08-01,12,12.0
C_rbwz7smh_1,p1325,PREVENTION,2022-08-01,2022-08-01,2022-08-01,225.4,100.0
C_5ri5buqc_1,p461,MALADIE,2022-08-01,2022-08-01,2022-08-01,58,58.0
C_5ri5buqc_2,p461,MALADIE,2022-08-01,2022-08-01,2022-08-01,114.92,114.92
C_quid0gj1_1,p546,PREVENTION,2022-08-01,2022-08-01,2022-08-01,81,81.0
C_quid0gj1_3,p546,MALADIE,2022-08-01,2022-08-01,2022-08-01,29.5,29.5
C_3t7qjcrj_1,p529,MALADIE,2022-08-01,2022-08-01,2022-08-01,33.4,33.4
C_ns7n9sgq_1,p1166,MALADIE,2022-08-01,2022-08-01,2022-08-01,123.8,99.04
C_hd296r1w_1,p1166,MALADIE,2022-08-01,2022-09-01,2022-09-01,47.2,37.76
C_jigkjjfx_1,p1048,MALADIE,2022-08-01,2022-09-01,2022-09-01,12,12.0
C_iu79gffb_2,p461,MALADIE,2022-08-01,2022-10-01,2022-10-01,91.9,91.9
C_iu79gffb_1,p461,MALADIE,2022-08-01,2022-10-01,2022-10-01,30,30.0
C_cpcyssxc_1,p133,MALADIE,2022-08-01,2022-08-01,2022-08-01,52.3,52.3
C_cpcyssxc_2,p133,MALADIE,2022-08-01,2022-08-01,2022-08-01,43.2,43.2
C_dx6xguzc_2,p1147,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,76.3,76.3
C_dx6xguzc_1,p1147,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,37,37.0
C_ok6derg0_1,p986,MALADIE,2022-08-01,2022-08-01,2022-08-01,38.86,31.09
C_ok6derg0_2,p986,MALADIE,2022-08-01,2022-08-01,2022-08-01,25.6,20.48
C_9wed0sqk_1,p851,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,173.3,103.98
C_9wed0sqk_2,p851,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,21.7,13.02
C_ebzofz50_2,p68,MALADIE,2022-08-01,2022-08-01,2022-08-01,11,8.8
C_ebzofz50_3,p68,MALADIE,2022-08-01,2022-08-01,2022-08-01,32.2,25.76
C_og7uedqb_1,p946,MALADIE,2022-08-01,2022-08-01,2022-08-01,59.29,47.43
C_og7uedqb_2,p946,MALADIE,2022-08-01,2022-08-01,2022-08-01,27.2,21.76
C_edybq5ic_1,p1176,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,40,40.0
C_lpf44ofu_2,p431,MALADIE,2022-08-01,2022-09-01,2022-09-01,11.2,11.2
C_lpf44ofu_1,p431,MALADIE,2022-08-01,2022-09-01,2022-09-01,48,48.0
C_856b654g_2,p131,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,33.2,33.2
C_856b654g_1,p131,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,43,43.0
C_oux3a7nk_2,p81,MALADIE,2022-08-01,2022-08-01,2022-08-01,17.5,17.6
C_oux3a7nk_1,p81,MALADIE,2022-08-01,2022-08-01,2022-08-01,129,129.0
C_6fjc4g9n_1,p823,PREVENTION,2022-08-01,2022-08-01,2022-08-01,18.5,18.5
C_7eyrdxkd_2,p304,PREVENTION,2022-08-01,2022-08-01,2022-08-01,11,11.0
C_7eyrdxkd_1,p304,PREVENTION,2022-08-01,2022-08-01,2022-08-01,57,57.0
C_c6flpkj4_1,p627,PREVENTION,2022-08-01,2022-08-01,2022-08-01,56.1,56.1
C_c6flpkj4_3,p627,PREVENTION,2022-08-01,2022-08-01,2022-08-01,42,42.0
C_c6flpkj4_4,p627,PREVENTION,2022-08-01,2022-08-01,2022-08-01,3.6,1.9
C_fi4ryqe2_2,p259,MALADIE,2022-08-01,2022-08-01,2022-08-01,77.6,77.6
C_fi4ryqe2_1,p259,MALADIE,2022-08-01,2022-08-01,2022-08-01,55,55.0
C_4mko7umu_2,p1263,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,29.6,29.6
C_4mko7umu_1,p1263,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,272,272.0
C_lr81w4za_2,p1176,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,25.8,25.8
C_lr81w4za_1,p1176,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,192,192.0
C_0u1ju31u_1,p727,MALADIE,2022-08-01,2022-10-01,2022-10-01,26,26.0
C_0u1ju31u_2,p727,MALADIE,2022-08-01,2022-10-01,2022-10-01,17.7,17.7
C_sivp6gpp_3,p259,MALADIE,2022-08-01,2022-11-01,2022-11-01,27.1,27.1
C_sivp6gpp_2,p259,MALADIE,2022-08-01,2022-11-01,2022-11-01,63.1,63.1
C_sivp6gpp_1,p259,MALADIE,2022-08-01,2022-11-01,2022-11-01,40,40.0
C_k7zc835c_2,p259,MALADIE,2022-08-01,2022-11-01,2022-11-01,23.2,23.2
C_k7zc835c_1,p259,MALADIE,2022-08-01,2022-11-01,2022-11-01,40,40.0
C_qxjpg69z_1,p875,PREVENTION,2022-08-01,2022-08-01,2022-08-01,55,55.0
C_quid0gj1_2,p546,PREVENTION,2022-08-01,2022-08-01,2022-08-01,12,12.0
C_5bijpj23_1,p644,MALADIE,2022-08-01,2022-08-01,2022-08-01,58.17,46.54
C_5bijpj23_2,p644,MALADIE,2022-08-01,2022-08-01,2022-08-01,34.69,27.75
C_x1v1r8il_1,p836,PREVENTION,2022-08-01,2022-08-01,2022-08-01,52.2,52.2
C_2tcja4ab_1,p867,PREVENTION,2022-08-01,2022-08-01,2022-08-01,86.3,86.3
C_j05pv698_1,p406,PREVENTION,2022-08-01,2022-08-01,2022-08-01,93.6,20.6
C_t24lku9f_1,p268,PREVENTION,2022-08-01,2022-08-01,2022-08-01,48,15.7
C_fcuxj67e_1,p397,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,654,392.4
C_yklyuslc_2,p356,MALADIE,2022-08-01,2022-08-01,2022-08-01,13.4,13.4
C_yklyuslc_1,p356,MALADIE,2022-08-01,2022-08-01,2022-08-01,39.3,39.3
C_a1l03j3a_1,p323,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,189,151.2
C_l39jacvg_2,p728,MALADIE,2022-08-01,2022-08-01,2022-08-01,32.8,32.8
C_0ucf9mkv_2,p1328,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,5.1,5.1
C_0ucf9mkv_1,p1328,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,44,44.0
C_x11rib1r_1,p304,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,51.5,51.5
C_qu9hi12b_1,p24,PREVENTION,2022-08-01,2022-08-01,2022-08-01,441.6,100.0
C_q5i6oyci_1,p835,PREVENTION,2022-08-01,2022-08-01,2022-08-01,78,78.0
C_yjq3jlen_1,p857,PREVENTION,2022-08-01,2022-08-01,2022-08-01,58.5,58.5
C_n5qy1o1q_1,p449,MALADIE,2022-08-01,2022-08-01,2022-08-01,118,94.4
C_f6k7gp1x_1,p441,PREVENTION,2022-08-01,2022-08-01,2022-08-01,104.2,100.0
C_lvse02v0_1,p1148,MALADIE,2022-08-01,2022-08-01,2022-08-01,48.3,48.3
C_lvse02v0_2,p1148,MALADIE,2022-08-01,2022-08-01,2022-08-01,57.5,57.5
C_l39jacvg_1,p728,PREVENTION,2022-08-01,2022-08-01,2022-08-01,93.8,93.8
C_98a21oc2_2,p1148,MALADIE,2022-08-01,2022-08-01,2022-08-01,19.2,19.2
C_98a21oc2_1,p1148,MALADIE,2022-08-01,2022-08-01,2022-08-01,48,48.0
C_omwp6bu9_1,p157,MALADIE,2022-08-01,2022-08-01,2022-09-01,62.6,62.6
C_omwp6bu9_2,p157,MALADIE,2022-08-01,2022-08-01,2022-09-01,34.6,34.6
C_lq2gojr2_1,p1351,PREVENTION,2022-08-01,2022-09-01,2022-09-01,293.5,100.0
C_fc9fvpcw_1,p188,PREVENTION,2022-08-01,2022-08-01,2022-08-01,79.1,46.9
C_cppflpya_1,p1047,PREVENTION,2022-08-01,2022-08-01,2022-08-01,79.1,79.1
C_haa7v97w_1,p1334,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,52,52.0
C_haa7v97w_2,p1334,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,68.4,68.4
C_y2dd018k_1,p373,PREVENTION,2022-08-01,2022-08-01,2022-08-01,341.03,100.0
C_ljtlcbrv_2,p1179,MALADIE,2022-08-01,2022-08-01,2022-08-01,31.4,31.4
C_7dgoqzoj_2,p479,MALADIE,2022-08-01,2022-08-01,2022-09-01,39.7,39.7
C_7dgoqzoj_1,p479,MALADIE,2022-08-01,2022-08-01,2022-09-01,116,116.0
C_3bfgpxul_1,p111,PREVENTION,2022-08-01,2022-08-01,2022-08-01,406.7,100.0
C_r3epwpe1_1,p1259,PREVENTION,2022-08-01,2022-08-01,2022-08-01,287.12,75.8
C_ltvy4wsi_1,p677,MALADIE,2022-08-01,2022-08-01,2022-08-01,133.2,133.2
C_ltvy4wsi_2,p677,MALADIE,2022-08-01,2022-08-01,2022-08-01,50.2,50.2
C_hfi1axno_1,p253,MALADIE,2022-08-01,2022-08-01,2022-08-01,31,31.0
C_hfi1axno_2,p253,MALADIE,2022-08-01,2022-08-01,2022-08-01,8.1,8.1
C_mmy1pand_2,p640,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,12.1,12.1
C_mmy1pand_1,p640,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,40,40.0
C_bnr8sz9o_1,p832,PREVENTION,2022-08-01,2022-08-01,2022-08-01,51.34,51.34
C_5vcstsr3_1,p931,PREVENTION,2022-08-01,2022-08-01,2022-08-01,60.34,60.34
C_b2dmja63_2,p688,MALADIE,2022-08-01,2022-08-01,2022-09-01,38.04,30.43
C_b2dmja63_1,p688,MALADIE,2022-08-01,2022-08-01,2022-09-01,42,33.6
C_3grxvn63_1,p367,PREVENTION,2022-08-01,2022-08-01,2022-09-01,28,28.0
C_yxt9ghms_1,p756,ACCIDENT,2022-08-01,2022-09-01,2022-09-01,50,50.0
C_yxt9ghms_2,p756,ACCIDENT,2022-08-01,2022-09-01,2022-09-01,25.92,25.92
C_hne91tg6_2,p1036,MALADIE,2022-08-01,2022-08-01,2022-09-01,22.95,18.36
C_hne91tg6_1,p1036,MALADIE,2022-08-01,2022-08-01,2022-09-01,37.4,29.92
C_onpxmpgb_1,p309,PREVENTION,2022-08-01,2022-08-01,2022-08-01,17.5,17.5
C_l2eeketz_2,p549,PREVENTION,2022-08-01,2022-08-01,2022-08-01,13.3,0.2
C_l2eeketz_1,p549,PREVENTION,2022-08-01,2022-08-01,2022-08-01,45,45.0
C_nx7dkk0d_1,p838,PREVENTION,2022-08-01,2022-08-01,2022-08-01,58,58.0
C_vznvi9fo_1,p457,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,116.9,93.52
C_n4ivm5wq_1,p400,PREVENTION,2022-08-01,2022-08-01,2022-08-01,56.1,56.1
C_ruk19qco_2,p1287,PREVENTION,2022-08-01,2022-09-01,2022-09-01,4.9,4.9
C_wiplnzo7_1,p50,PREVENTION,2022-08-01,2022-08-01,2022-08-01,86.9,86.9
C_c5tle9tv_1,p640,MALADIE,2022-08-01,2022-08-01,2022-08-01,12.1,12.1
C_u5327o3h_3,p1358,PREVENTION,2022-08-01,2022-08-01,2022-09-01,42,42.0
C_u5327o3h_1,p1358,PREVENTION,2022-08-01,2022-08-01,2022-09-01,12,12.0
C_9n1puqka_1,p1009,PREVENTION,2022-08-01,2022-08-01,2022-08-01,68,24.0
C_l8iqyylq_2,p598,PREVENTION,2022-08-01,2022-08-01,2022-08-01,74,74.0
C_7yyz47il_2,p633,MALADIE,2022-08-01,2022-08-01,2022-08-01,63.4,63.4
C_pgkoc2am_3,p48,PREVENTION,2022-08-01,2022-08-01,2022-08-01,62.4,62.4
C_pgkoc2am_1,p48,MALADIE,2022-08-01,2022-08-01,2022-08-01,34.6,27.68
C_pgkoc2am_2,p48,MALADIE,2022-08-01,2022-08-01,2022-08-01,41.9,33.52
C_8eoy8th5_1,p554,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,42,42.0
C_8eoy8th5_2,p554,ACCIDENT,2022-08-01,2022-08-01,2022-08-01,25.3,25.3
