claim_act_id,pet_id,claim_type,act_date_month,claim_creation_month,claim_close_month,paid_by_client,claims_reimbursed
C_yzvv87jg_1,p902,PREVENTION,2022-03-01,2022-04-01,2022-04-01,39.16,39.16
C_p7vsbjk8_1,p633,MALADIE,2022-03-01,2022-04-01,2022-04-01,34,34.0
C_p7vsbjk8_2,p633,MALADIE,2022-03-01,2022-04-01,2022-04-01,54.3,54.3
C_cfgkipnq_1,p269,PREVENTION,2022-03-01,2022-04-01,2022-05-01,53.5,53.5
C_cfgkipnq_2,p269,PREVENTION,2022-03-01,2022-04-01,2022-05-01,8.4,8.4
C_5oi7ityf_1,p1083,MALADIE,2022-03-01,2022-04-01,2022-04-01,42.6,42.6
C_5oi7ityf_2,p1083,MALADIE,2022-03-01,2022-04-01,2022-04-01,26.82,26.82
C_skx6t90h_2,p265,PREVENTION,2022-04-01,2022-04-01,2022-04-01,20.5,20.5
C_t845ywfg_1,p203,PREVENTION,2022-04-01,2022-04-01,2022-04-01,259.2,100.0
C_s4aybuie_1,p162,MALADIE,2022-04-01,2022-04-01,2022-04-01,72.8,72.8
C_s4aybuie_2,p162,PREVENTION,2022-04-01,2022-04-01,2022-04-01,10.8,10.8
C_D_112408URZ_2,p374,PREVENTION,2022-04-01,2022-04-01,2022-04-01,2.25,2.25
C_D_112408URZ_1,p374,PREVENTION,2022-04-01,2022-04-01,2022-04-01,56.7,56.7
C_fls8q3ai_1,p865,PREVENTION,2022-04-01,2022-04-01,2022-04-01,109.5,100.0
C_e36uwfaf_1,p590,PREVENTION,2022-04-01,2022-04-01,2022-05-01,70.4,70.4
C_z7xh9rfe_1,p750,PREVENTION,2022-04-01,2022-05-01,2022-05-01,63,63.0
C_iduun3o4_1,p756,PREVENTION,2022-04-01,2022-04-01,2022-04-01,16.72,16.72
C_dggo9b2l_1,p756,MALADIE,2022-04-01,2022-04-01,2022-04-01,7.83,7.83
C_D_161848MBW_1,p551,PREVENTION,2022-04-01,2022-04-01,2022-04-01,32.9,32.9
C_sxvyoutf_2,p756,MALADIE,2022-04-01,2022-04-01,2022-04-01,33.78,33.78
C_tb3e0fr9_1,p203,MALADIE,2022-04-01,2022-09-01,2022-09-01,74,74.0
C_tb3e0fr9_2,p203,MALADIE,2022-04-01,2022-09-01,2022-09-01,22.4,22.4
C_3eh78myq_1,p1323,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,68.6,68.6
C_tl1nlejl_1,p1323,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,336.5,336.5
C_1raeqry3_1,p162,MALADIE,2022-04-01,2022-04-01,2022-04-01,50.1,50.1
C_qoxhx9ba_2,p1221,PREVENTION,2022-04-01,2022-04-01,2022-04-01,24.2,24.2
C_qoxhx9ba_1,p1221,PREVENTION,2022-04-01,2022-04-01,2022-04-01,58,58.0
C_p0kob02v_1,p17,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,50.1,40.01
C_p0kob02v_2,p17,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,21.9,17.52
C_r0o56isp_1,p908,PREVENTION,2022-04-01,2022-04-01,2022-04-01,87.3,87.3
C_svjkwabs_1,p114,MALADIE,2022-04-01,2022-04-01,2022-04-01,54.5,43.6
C_ddk41to0_1,p137,MALADIE,2022-04-01,2022-04-01,2022-04-01,126.45,126.45
C_D_109057QIT_1,p1217,PREVENTION,2022-04-01,2022-05-01,2022-05-01,43,43.0
C_D_109057QIT_2,p1217,PREVENTION,2022-04-01,2022-05-01,2022-05-01,13.1,13.1
C_x39jlv07_2,p1052,PREVENTION,2022-04-01,2022-04-01,2022-04-01,5.1,3.2
C_q9rsvyjo_1,p40,PREVENTION,2022-04-01,2022-04-01,2022-04-01,75,75.0
C_q9rsvyjo_2,p40,PREVENTION,2022-04-01,2022-04-01,2022-04-01,26.6,25.0
C_vc6i05zn_1,p477,PREVENTION,2022-04-01,2022-04-01,2022-04-01,568,100.0
C_04v3htf3_2,p203,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,128.7,128.7
C_04v3htf3_1,p203,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,93,93.0
C_jwt7t2ac_1,p455,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,50,40.0
C_jwt7t2ac_2,p455,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,28.2,22.56
C_cdiw6ow8_1,p1216,PREVENTION,2022-04-01,2022-05-01,2022-05-01,39.5,39.5
C_cdiw6ow8_2,p1216,PREVENTION,2022-04-01,2022-05-01,2022-05-01,4.02,04.02
C_vpxvlowz_1,p344,MALADIE,2022-04-01,2022-04-01,2022-05-01,5.9,5.9
C_6zp7i42a_2,p342,PREVENTION,2022-04-01,2022-04-01,2022-04-01,61.2,61.2
C_6zp7i42a_3,p342,PREVENTION,2022-04-01,2022-04-01,2022-04-01,16,16.0
C_7ovxhet8_1,p1017,PREVENTION,2022-04-01,2022-04-01,2022-04-01,324.1,81.0
C_hlp5z3tw_1,p736,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,523.43,523.43
C_hlp5z3tw_3,p736,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,68.8,68.8
C_hlp5z3tw_2,p736,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,212.16,212.16
C_867fqae5_1,p56,PREVENTION,2022-04-01,2022-04-01,2022-04-01,68,68.0
C_867fqae5_3,p56,MALADIE,2022-04-01,2022-04-01,2022-04-01,16.1,16.1
C_j20kz2gc_1,p647,PREVENTION,2022-04-01,2022-04-01,2022-04-01,80,80.0
C_j20kz2gc_2,p647,PREVENTION,2022-04-01,2022-04-01,2022-04-01,8,8.0
C_xvrwvtj6_1,p34,MALADIE,2022-04-01,2022-05-01,2022-05-01,25.6,25.6
C_0i9csd0d_1,p1046,PREVENTION,2022-04-01,2022-05-01,2022-05-01,64,64.0
C_oc1hlngz_1,p192,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,46.6,37.28
C_s5c19i7j_3,p192,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,24.7,19.76
C_s5c19i7j_2,p192,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,35,28.0
C_s5c19i7j_1,p192,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,107,85.6
C_tocwg9to_1,p357,MALADIE,2022-04-01,2022-07-01,2022-07-01,36.3,36.3
C_tocwg9to_2,p357,MALADIE,2022-04-01,2022-07-01,2022-07-01,29.2,29.2
C_w4g06ieg_2,p849,MALADIE,2022-04-01,2022-04-01,2022-04-01,12.18,9.74
C_w4g06ieg_1,p849,MALADIE,2022-04-01,2022-04-01,2022-04-01,77.51,62.0
C_6qtfebom_1,p473,PREVENTION,2022-04-01,2022-04-01,2022-04-01,30.5,30.5
C_6qtfebom_2,p473,PREVENTION,2022-04-01,2022-04-01,2022-04-01,69.3,69.3
C_k20k26ck_1,p827,PREVENTION,2022-04-01,2022-04-01,2022-04-01,60,60.0
C_98cpvxbb_3,p297,PREVENTION,2022-04-01,2022-04-01,2022-04-01,4.4,4.4
C_98cpvxbb_1,p297,PREVENTION,2022-04-01,2022-04-01,2022-04-01,89,89.0
C_muzdmy5d_1,p137,MALADIE,2022-04-01,2022-04-01,2022-04-01,82,82.0
C_muzdmy5d_2,p137,MALADIE,2022-04-01,2022-04-01,2022-04-01,29,29.0
C_83n9zo8k_1,p371,PREVENTION,2022-04-01,2022-04-01,2022-04-01,22.5,22.5
C_x8nd6ov4_1,p105,PREVENTION,2022-04-01,2022-04-01,2022-04-01,87.3,87.3
C_e98qz2fz_1,p623,PREVENTION,2022-04-01,2022-04-01,2022-04-01,71.6,16.0
C_3cpz4pkd_1,p1141,PREVENTION,2022-04-01,2022-04-01,2022-04-01,56,56.0
C_3cpz4pkd_3,p1141,PREVENTION,2022-04-01,2022-04-01,2022-04-01,83,0.44
C_zu2lzois_1,p17,PREVENTION,2022-04-01,2022-04-01,2022-04-01,105.7,13.9
C_cgf1nfca_2,p633,MALADIE,2022-04-01,2022-05-01,2022-05-01,16.6,16.6
C_cgf1nfca_1,p633,MALADIE,2022-04-01,2022-05-01,2022-05-01,300,300.0
C_f5gwtcoe_4,p307,PREVENTION,2022-04-01,2022-04-01,2022-04-01,9,9.0
C_f5gwtcoe_2,p307,PREVENTION,2022-04-01,2022-04-01,2022-04-01,71.5,71.5
C_ez0d9wc3_1,p1353,PREVENTION,2022-04-01,2022-04-01,2022-04-01,70,70.0
C_ez0d9wc3_3,p1353,PREVENTION,2022-04-01,2022-04-01,2022-04-01,2.2,2.2
C_yv84wtuv_1,p1016,PREVENTION,2022-04-01,2022-04-01,2022-04-01,153.7,100.0
C_qnb44ehc_1,p1122,PREVENTION,2022-04-01,2022-04-01,2022-04-01,106,100.0
C_i9oxm2zv_1,p475,PREVENTION,2022-04-01,2022-04-01,2022-04-01,85,85.0
C_59bv8tvo_4,p94,MALADIE,2022-04-01,2022-04-01,2022-04-01,23.9,23.9
C_59bv8tvo_3,p94,MALADIE,2022-04-01,2022-04-01,2022-04-01,129.69,129.69
C_59bv8tvo_1,p94,MALADIE,2022-04-01,2022-04-01,2022-04-01,70.5,70.5
C_qgqvq3zd_1,p296,PREVENTION,2022-04-01,2022-04-01,2022-04-01,150.7,100.0
C_h87ngc4s_1,p498,PREVENTION,2022-04-01,2022-04-01,2022-04-01,135,100.0
C_69akqecc_1,p900,PREVENTION,2022-04-01,2022-04-01,2022-04-01,26.8,26.8
C_zw25vbms_1,p504,PREVENTION,2022-04-01,2022-04-01,2022-04-01,138.3,31.8
C_4yvpg30t_3,p1087,MALADIE,2022-04-01,2022-05-01,2022-05-01,4.8,4.8
C_4yvpg30t_1,p1087,MALADIE,2022-04-01,2022-05-01,2022-05-01,97.7,97.7
C_53b183e3_1,p1261,PREVENTION,2022-04-01,2022-04-01,2022-04-01,79.85,36.65
C_cffeq2ns_1,p721,PREVENTION,2022-04-01,2022-04-01,2022-04-01,68.3,68.3
C_ubie95dm_1,p1343,PREVENTION,2022-04-01,2022-04-01,2022-04-01,27,27.0
C_ml8bcyyk_1,p936,PREVENTION,2022-04-01,2022-04-01,2022-04-01,54.1,54.1
C_ml8bcyyk_3,p936,PREVENTION,2022-04-01,2022-04-01,2022-04-01,72.5,45.9
C_ox7tjs3x_1,p1112,PREVENTION,2022-04-01,2022-04-01,2022-04-01,65,65.0
C_7jis3d69_2,p869,MALADIE,2022-04-01,2022-07-01,2022-07-01,14.1,14.1
C_081e524v_2,p869,MALADIE,2022-04-01,2022-06-01,2022-11-01,11.7,11.7
C_081e524v_1,p869,MALADIE,2022-04-01,2022-06-01,2022-11-01,48.9,48.9
C_D_185779KPE_1,p869,MALADIE,2022-04-01,2022-11-01,2022-11-01,61.7,61.7
C_qkd04xzk_1,p780,MALADIE,2022-04-01,2022-04-01,2022-04-01,46,46.0
C_zopfi0yp_1,p337,MALADIE,2022-04-01,2022-04-01,2022-04-01,115.15,69.09
C_g2i7ie04_1,p849,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,205,164.0
C_eiomlcqk_1,p346,PREVENTION,2022-04-01,2022-04-01,2022-04-01,52,20.5
C_9455odyq_1,p839,PREVENTION,2022-04-01,2022-04-01,2022-04-01,53.2,53.2
C_to23xyqn_1,p1177,PREVENTION,2022-04-01,2022-04-01,2022-04-01,53,53.0
C_yf6rvosa_3,p981,PREVENTION,2022-04-01,2022-04-01,2022-04-01,30.5,30.5
C_yf6rvosa_1,p981,PREVENTION,2022-04-01,2022-04-01,2022-04-01,58,58.0
C_yjguj0xv_1,p653,PREVENTION,2022-04-01,2022-04-01,2022-04-01,54.4,54.4
C_09beout5_2,p203,MALADIE,2022-04-01,2022-04-01,2022-04-01,74.3,74.3
C_09beout5_1,p203,MALADIE,2022-04-01,2022-04-01,2022-04-01,146,146.0
C_kr55i3r9_1,p109,PREVENTION,2022-04-01,2022-04-01,2022-04-01,273.6,100.0
C_a8qwhfbp_1,p1028,ACCIDENT,2022-04-01,2022-04-01,2022-07-01,116.1,116.1
C_pq1qyetq_1,p1059,PREVENTION,2022-04-01,2022-04-01,2022-04-01,89.7,89.7
C_409lwojs_1,p192,PREVENTION,2022-04-01,2022-04-01,2022-04-01,52,52.0
C_x6jkxrfg_1,p817,PREVENTION,2022-04-01,2022-04-01,2022-04-01,273.6,100.0
C_v5x63r1s_1,p1028,ACCIDENT,2022-04-01,2022-06-01,2022-06-01,571.5,571.5
C_v5x63r1s_2,p1028,ACCIDENT,2022-04-01,2022-06-01,2022-06-01,17.6,17.6
C_kk7ea0lu_1,p1028,ACCIDENT,2022-04-01,2022-06-01,2022-06-01,196.5,196.5
C_h22dn2ka_1,p1028,ACCIDENT,2022-04-01,2022-06-01,2022-06-01,69.4,69.4
C_wbr0dzog_2,p597,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,120,120.0
C_wbr0dzog_1,p597,ACCIDENT,2022-04-01,2022-04-01,2022-04-01,40.8,40.8
C_xpcwphpx_1,p1032,MALADIE,2022-04-01,2022-05-01,2022-05-01,96.5,77.2
C_xpcwphpx_2,p1032,MALADIE,2022-04-01,2022-05-01,2022-05-01,25.5,20.4
C_5gw7avos_1,p558,PREVENTION,2022-04-01,2022-04-01,2022-04-01,31.8,31.8
C_5z2ia3e7_2,p688,MALADIE,2022-04-01,2022-04-01,2022-04-01,15.9,12.72
C_5z2ia3e7_1,p688,MALADIE,2022-04-01,2022-04-01,2022-04-01,56.49,45.19
C_trfiobl9_1,p1092,PREVENTION,2022-04-01,2022-04-01,2022-04-01,6.98,6.98
C_18o7gsq1_4,p595,PREVENTION,2022-04-01,2022-04-01,2022-05-01,8.7,8.7
C_18o7gsq1_1,p595,PREVENTION,2022-04-01,2022-04-01,2022-05-01,54,54.0
C_ulhgjl8v_1,p931,PREVENTION,2022-04-01,2022-04-01,2022-05-01,36.66,36.66
C_08l6cxsb_1,p87,PREVENTION,2022-04-01,2022-05-01,2022-05-01,50,50.0
C_66rsqeik_1,p1163,MALADIE,2022-04-01,2022-05-01,2022-05-01,39.7,31.76
C_66rsqeik_2,p1163,MALADIE,2022-04-01,2022-05-01,2022-05-01,14.7,11.76
C_o7ewfbid_1,p1163,MALADIE,2022-04-01,2022-04-01,2022-05-01,44.9,35.92
C_o7ewfbid_2,p1163,MALADIE,2022-04-01,2022-04-01,2022-05-01,1.29,01.03
C_rpqf6xce_2,p407,PREVENTION,2022-04-01,2022-04-01,2022-04-01,14.5,14.5
C_rpqf6xce_1,p407,PREVENTION,2022-04-01,2022-04-01,2022-04-01,55,55.0
C_08b3sceo_1,p159,PREVENTION,2022-04-01,2022-04-01,2022-04-01,69.4,69.4
C_vi0pr198_1,p688,MALADIE,2022-04-01,2022-04-01,2022-04-01,171.99,137.59
C_vi0pr198_2,p688,PREVENTION,2022-04-01,2022-04-01,2022-04-01,22.8,22.8
C_v3l4c4fi_1,p1297,PREVENTION,2022-04-01,2022-04-01,2022-04-01,281.49,100.0
C_023qr0uc_2,p1163,MALADIE,2022-04-01,2022-05-01,2022-05-01,8.7,6.96
C_023qr0uc_1,p1163,MALADIE,2022-04-01,2022-05-01,2022-05-01,38,30.4
C_breqpqjo_3,p40,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,413.2,330.56
C_breqpqjo_2,p40,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,53,42.4
C_breqpqjo_1,p40,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,222.27,177.81
C_breqpqjo_4,p40,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,23.2,18.56
C_mg6ho4jb_1,p226,PREVENTION,2022-04-01,2022-04-01,2022-04-01,44,18.7
C_D_152424ALI_1,p46,PREVENTION,2022-04-01,2022-04-01,2022-05-01,17.7,17.7
C_u210ffsr_2,p162,PREVENTION,2022-04-01,2022-04-01,2022-05-01,47.1,47.1
C_i8voj83q_1,p157,ACCIDENT,2022-04-01,2022-04-01,2022-05-01,44.8,44.8
C_i8voj83q_3,p157,PREVENTION,2022-04-01,2022-04-01,2022-05-01,9,9.0
C_itzr30ob_4,p427,MALADIE,2022-04-01,2022-04-01,2022-05-01,10,10.0
C_knji2dqk_1,p1289,PREVENTION,2022-04-01,2022-06-01,2022-06-01,9.7,9.7
C_kolnzphw_2,p114,MALADIE,2022-04-01,2022-04-01,2022-04-01,10.5,8.4
C_kolnzphw_1,p114,MALADIE,2022-04-01,2022-04-01,2022-04-01,189.2,151.36
C_c9n9os14_1,p190,PREVENTION,2022-04-01,2022-04-01,2022-04-01,16.1,16.1
C_755pezma_1,p1023,PREVENTION,2022-04-01,2022-04-01,2022-04-01,79.6,79.6
C_s5ptqcwm_1,p114,MALADIE,2022-04-01,2022-04-01,2022-05-01,160.51,128.41
C_s5ptqcwm_2,p114,PREVENTION,2022-04-01,2022-04-01,2022-05-01,199.44,56.72
C_kt01k3ul_1,p943,PREVENTION,2022-04-01,2022-04-01,2022-05-01,104,100.0
C_uy7p3ayd_1,p1032,MALADIE,2022-04-01,2022-05-01,2022-05-01,52,41.6
C_itzr30ob_1,p427,PREVENTION,2022-04-01,2022-04-01,2022-05-01,74.7,74.7
C_itzr30ob_3,p427,PREVENTION,2022-04-01,2022-04-01,2022-05-01,8,8.0
C_co2j8yh3_1,p897,PREVENTION,2022-04-01,2022-05-01,2022-05-01,56,56.0
C_s8sa2818_1,p652,PREVENTION,2022-04-01,2022-04-01,2022-04-01,188.8,100.0
C_2ivvixb2_2,p397,PREVENTION,2022-04-01,2022-04-01,2022-05-01,2.9,2.9
C_2ivvixb2_1,p397,PREVENTION,2022-04-01,2022-04-01,2022-05-01,84.1,84.1
C_mj7ic0qy_1,p130,PREVENTION,2022-04-01,2022-04-01,2022-05-01,83,83.0
C_mj7ic0qy_2,p130,PREVENTION,2022-04-01,2022-04-01,2022-05-01,39.8,17.0
C_bo99vl3h_1,p1046,PREVENTION,2022-04-01,2022-05-01,2022-05-01,167.7,36.0
C_9akw3s88_1,p374,PREVENTION,2022-04-01,2022-06-01,2022-06-01,65.2,41.05
C_pbma9746_1,p1059,PREVENTION,2022-04-01,2022-04-01,2022-05-01,36.8,10.3
C_5mjq9fwk_1,p1300,PREVENTION,2022-04-01,2022-04-01,2022-05-01,51,51.0
C_5mjq9fwk_2,p1300,PREVENTION,2022-04-01,2022-04-01,2022-05-01,14.47,14.47
C_epv2p1ba_2,p834,MALADIE,2022-04-01,2022-04-01,2022-05-01,24.4,24.4
C_epv2p1ba_1,p834,MALADIE,2022-04-01,2022-04-01,2022-05-01,48,48.0
C_bvn36eue_1,p1188,PREVENTION,2022-04-01,2022-04-01,2022-05-01,79,40.8
C_6v9uzpur_1,p817,ACCIDENT,2022-04-01,2022-05-01,2022-05-01,18.3,14.64
C_6v9uzpur_2,p817,ACCIDENT,2022-04-01,2022-05-01,2022-05-01,35.4,28.32
C_qc74a9aj_2,p84,PREVENTION,2022-04-01,2022-04-01,2022-05-01,50.79,17.0
C_qc74a9aj_1,p84,PREVENTION,2022-04-01,2022-04-01,2022-05-01,83,83.0
C_g32yxpyj_2,p1127,MALADIE,2022-04-01,2022-04-01,2022-06-01,12,9.6
C_f9edmsar_4,p1127,MALADIE,2022-04-01,2022-05-01,2022-06-01,24.4,19.52
C_xwp1pm5d_1,p1127,MALADIE,2022-04-01,2022-06-01,2022-07-01,112.8,90.24
C_hbggd3ul_1,p1127,ACCIDENT,2022-04-01,2022-07-01,2022-07-01,478.2,382.56
C_hbggd3ul_2,p1127,ACCIDENT,2022-04-01,2022-07-01,2022-07-01,55.3,44.24
C_h3lpq3y7_1,p1127,MALADIE,2022-04-01,2022-07-01,2022-07-01,92,23.76
C_3pv9wuoc_1,p80,MALADIE,2022-04-01,2022-05-01,2022-05-01,49.59,39.67
C_3pv9wuoc_2,p80,PREVENTION,2022-04-01,2022-05-01,2022-05-01,28.1,3.33
C_7hjzwv1r_1,p80,MALADIE,2022-04-01,2022-05-01,2022-05-01,32.87,29.7
C_77croibs_1,p80,MALADIE,2022-04-01,2022-05-01,2022-05-01,26.03,20.82
C_3l07347e_2,p902,ACCIDENT,2022-04-01,2022-05-01,2022-06-01,22.2,17.76
C_3l07347e_1,p902,ACCIDENT,2022-04-01,2022-05-01,2022-06-01,53,42.4
C_k7l7hevk_2,p1074,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,31.4,31.4
C_k7l7hevk_1,p1074,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,95,95.0
C_werz3vix_2,p528,MALADIE,2022-05-01,2022-05-01,2022-05-01,102.3,81.84
C_oc2g5lf4_1,p865,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,56,44.8
C_df71auvt_1,p795,PREVENTION,2022-05-01,2022-05-01,2022-05-01,84.65,84.65
C_kz0wn7dt_1,p554,PREVENTION,2022-05-01,2022-05-01,2022-05-01,80.95,28.0
C_9uyqbqbt_1,p908,PREVENTION,2022-05-01,2022-05-01,2022-05-01,49.8,12.7
C_s6r1loxk_2,p464,MALADIE,2022-05-01,2022-05-01,2022-05-01,31.07,18.64
C_s6r1loxk_1,p464,MALADIE,2022-05-01,2022-05-01,2022-05-01,225.61,135.36
C_fiv6n0rk_1,p908,ACCIDENT,2022-05-01,2022-06-01,2022-06-01,41.8,33.44
C_fiv6n0rk_2,p908,MALADIE,2022-05-01,2022-06-01,2022-06-01,11.7,9.36
C_d45vricl_1,p727,MALADIE,2022-05-01,2022-06-01,2022-06-01,36,36.0
C_d45vricl_2,p727,MALADIE,2022-05-01,2022-06-01,2022-06-01,14.1,14.1
C_ipzhd939_1,p1076,ACCIDENT,2022-05-01,2022-06-01,2022-06-01,38,38.0
C_ipzhd939_4,p1076,ACCIDENT,2022-05-01,2022-06-01,2022-06-01,40.8,40.8
C_odaq5zf5_2,p908,MALADIE,2022-05-01,2022-07-01,2022-07-01,8.4,6.72
C_odaq5zf5_1,p908,ACCIDENT,2022-05-01,2022-07-01,2022-07-01,147.2,117.76
C_xh8eofvc_1,p591,PREVENTION,2022-05-01,2022-08-01,2022-08-01,54,54.0
C_f9q98q6b_3,p937,PREVENTION,2022-05-01,2022-05-01,2022-05-01,1.5,1.5
C_f9q98q6b_1,p937,PREVENTION,2022-05-01,2022-05-01,2022-05-01,64,64.0
C_f9q98q6b_4,p937,PREVENTION,2022-05-01,2022-05-01,2022-05-01,14.7,14.7
C_3dtbmzmu_1,p649,PREVENTION,2022-05-01,2022-05-01,2022-05-01,60.8,60.8
C_1tauyntc_2,p1216,PREVENTION,2022-05-01,2022-05-01,2022-05-01,18.59,16.98
C_1tauyntc_1,p1216,PREVENTION,2022-05-01,2022-05-01,2022-05-01,39.5,39.5
C_zmlhzbgi_2,p732,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,31.85,31.85
C_zmlhzbgi_1,p732,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,56,56.0
C_eirzs3wq_1,p1127,MALADIE,2022-05-01,2022-05-01,2022-05-01,39.2,31.36
C_i9d5dkxs_1,p827,PREVENTION,2022-05-01,2022-05-01,2022-05-01,64,40.0
C_4yvpg30t_2,p1087,PREVENTION,2022-05-01,2022-05-01,2022-05-01,29.4,29.4
C_b87t38zn_1,p54,PREVENTION,2022-05-01,2022-05-01,2022-06-01,100,100.0
C_2s1yhc08_1,p797,PREVENTION,2022-05-01,2022-05-01,2022-06-01,87,87.0
C_l7vikcdq_1,p1112,PREVENTION,2022-05-01,2022-05-01,2022-06-01,87,35.0
C_r5wwgf3t_3,p1052,ACCIDENT,2022-05-01,2022-05-01,2022-06-01,10.19,10.19
C_r5wwgf3t_2,p1052,ACCIDENT,2022-05-01,2022-05-01,2022-06-01,8.06,08.06
C_r5wwgf3t_1,p1052,ACCIDENT,2022-05-01,2022-05-01,2022-06-01,95.9,95.9
C_jo2hh4om_1,p206,MALADIE,2022-05-01,2022-07-01,2022-07-01,62.2,49.76
C_jo2hh4om_2,p206,MALADIE,2022-05-01,2022-07-01,2022-07-01,44.7,35.76
C_6lcbxosk_1,p539,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,45,45.0
C_6lcbxosk_2,p539,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,30,30.0
C_9t8sbvyk_2,p820,MALADIE,2022-05-01,2022-05-01,2022-05-01,20.8,16.64
C_9t8sbvyk_1,p820,MALADIE,2022-05-01,2022-05-01,2022-05-01,65,52.0
C_qfmnf99o_1,p623,MALADIE,2022-05-01,2022-05-01,2022-05-01,43.6,43.6
C_f9edmsar_1,p1127,PREVENTION,2022-05-01,2022-05-01,2022-06-01,67,2.6
C_cf654mq4_1,p160,MALADIE,2022-05-01,2022-05-01,2022-05-01,116,116.0
C_cf654mq4_2,p160,MALADIE,2022-05-01,2022-05-01,2022-05-01,81,81.0
C_4hqnsu8j_1,p160,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,400.1,400.1
C_fvzme6qe_1,p484,PREVENTION,2022-05-01,2022-05-01,2022-05-01,40.1,40.1
C_9wv5chdx_2,p1176,PREVENTION,2022-05-01,2022-05-01,2022-05-01,45.05,1.0
C_9wv5chdx_1,p1176,PREVENTION,2022-05-01,2022-05-01,2022-05-01,99,99.0
C_b3959wg1_1,p371,PREVENTION,2022-05-01,2022-05-01,2022-05-01,23.2,23.2
C_hw11r6fg_1,p931,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,36,36.0
C_hw11r6fg_2,p931,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,38.33,38.33
C_ygf1qeaw_1,p105,PREVENTION,2022-05-01,2022-05-01,2022-05-01,87.3,12.7
C_8irce2fs_2,p866,PREVENTION,2022-05-01,2022-05-01,2022-05-01,6.3,6.3
C_8oymqte0_1,p798,PREVENTION,2022-05-01,2022-05-01,2022-05-01,58.8,58.8
C_8oymqte0_2,p798,PREVENTION,2022-05-01,2022-05-01,2022-05-01,14.9,14.9
C_agag16c1_1,p376,PREVENTION,2022-05-01,2022-05-01,2022-05-01,53,53.0
C_9z9m6g0q_1,p1221,PREVENTION,2022-05-01,2022-05-01,2022-05-01,24.1,17.8
C_urfo54is_1,p823,PREVENTION,2022-05-01,2022-05-01,2022-05-01,11.3,11.3
C_gogppt9x_1,p1185,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,92.7,74.16
C_gogppt9x_2,p1185,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,23.77,19.02
C_prel7li3_2,p1222,PREVENTION,2022-05-01,2022-05-01,2022-05-01,13.75,13.75
C_s0x4vt03_1,p337,PREVENTION,2022-05-01,2022-05-01,2022-05-01,46.4,46.4
C_kaggcyux_3,p838,PREVENTION,2022-05-01,2022-05-01,2022-05-01,30,30.0
C_kaggcyux_2,p838,PREVENTION,2022-05-01,2022-05-01,2022-05-01,5.5,5.5
C_kaggcyux_1,p838,MALADIE,2022-05-01,2022-05-01,2022-05-01,110.5,110.5
C_gdh8vjqp_3,p340,PREVENTION,2022-05-01,2022-05-01,2022-05-01,12.1,9.1
C_gdh8vjqp_1,p340,PREVENTION,2022-05-01,2022-05-01,2022-05-01,90.9,90.9
C_dyzamkyt_2,p647,PREVENTION,2022-05-01,2022-05-01,2022-05-01,10,10.0
C_oc1dl0wo_1,p436,PREVENTION,2022-05-01,2022-05-01,2022-05-01,57,57.0
C_8qjawl3o_1,p772,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,71.9,57.52
C_8qjawl3o_2,p772,ACCIDENT,2022-05-01,2022-05-01,2022-05-01,9.2,7.36
C_8pj0cfso_1,p772,ACCIDENT,2022-05-01,2022-05-01,2022-06-01,79.7,63.75
C_8pj0cfso_2,p772,ACCIDENT,2022-05-01,2022-05-01,2022-06-01,38,30.4
C_x68k76i4_3,p592,PREVENTION,2022-05-01,2022-06-01,2022-06-01,44,41.5
